# NFAP Frequency Allocation Data
# Source: Indian Frequency Allocation Chart
# Country: India
# Last Updated: 2025-01-01
""
Band Name,Band Start Freq (Hz),Band End Freq (Hz),Allocation Start Freq (Hz),Allocation End Freq (Hz),Frequency Range (Readable),Service,Priority,Usage,Amateur Band,Level,Region Specific
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,ALLOCATIONS,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,ALLOCATIONS,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,,secondary,,,ALLOCATIONS,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,ALLOCATIONS,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,MOBILE,secondary,Mobile communication services,,ALLOCATIONS,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,FIXED-SATELLITE,primary,Fixed satellite services,,ALLOCATIONS,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,FIXED-SATELLITE 5.484B,secondary,Fixed satellite services,,ALLOCATIONS,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,FIXED-SATELLITE 5.484B,secondary,Fixed satellite services,,ALLOCATIONS,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,5.484B,secondary,5.484B,,ALLOCATIONS,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,ALLOCATIONS,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,,secondary,,,Ind 17   Ind 30,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,Ind 17   Ind 30,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,Ind 17   Ind 30,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,MOBILE,secondary,Mobile communication services,,Ind 17   Ind 30,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,FIXED,primary,Point-to-point communication,,Ind 17   Ind 30,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,FIXED,primary,Point-to-point communication,,Ind 17   Ind 30,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,FIXED,primary,Point-to-point communication,,Ind 17   Ind 30,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,FIXED,primary,Point-to-point communication,,Ind 17   Ind 30,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,Ind 17   Ind 30,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,FIXED-SATELLITE   (SPACE-,secondary,Fixed satellite services,,Ind 17   Ind 30,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,Ind 17   Ind 30,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,Ind 17   Ind 30,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,MOBILE,secondary,Mobile communication services,,Ind 17   Ind 30,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,MOBILE,secondary,Mobile communication services,,Ind 17   Ind 30,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,BROADCASTING,primary,Broadcasting services,,Ind 17   Ind 30,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,BROADCASTING,primary,Broadcasting services,,Ind 17   Ind 30,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,BROADCASTING,primary,Broadcasting services,,Ind 17   Ind 30,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,BROADCASTING-SATELLITE,primary,Satellite broadcasting services,,Ind 17   Ind 30,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,BROADCASTING-SATELLITE,primary,Satellite broadcasting services,,Ind 17   Ind 30,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,Ind 17   Ind 30,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,BROADCASTING-SATELLITE,primary,Satellite broadcasting services,,Ind 17   Ind 30,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,MOBILE,secondary,Mobile communication services,,Ind 17   Ind 30,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,FIXED-SATELLITE,primary,Fixed satellite services,,Ind 17   Ind 30,
SHF - Super High Frequency (11-12 GHz),11200000000,12500000000,11200000000,12500000000,11.200 GHz - 12.500 GHz,,secondary,,,Ind 17   Ind 30,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,ALLOCATIONS,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,FIXED-SATELLITE,primary,Fixed satellite services,,ALLOCATIONS,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,FIXED-SATELLITE IND,secondary,Fixed satellite services,,ALLOCATIONS,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,MOBILE,secondary,Mobile communication services,,ALLOCATIONS,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,,secondary,,,ALLOCATIONS,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,ALLOCATIONS,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,BROADCASTING,primary,Broadcasting services,,ALLOCATIONS,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,ALLOCATIONS,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,BROADCASTING,primary,Broadcasting services,,ALLOCATIONS,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,BROADCASTING-SATELLITE,primary,Satellite broadcasting services,,ALLOCATIONS,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,MOBILE,secondary,Mobile communication services,,ALLOCATIONS,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,BROADCASTING,primary,Broadcasting services,,ALLOCATIONS,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,FIXED-SATELLITE,primary,Fixed satellite services,,5.487  5.484A,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,FIXED,primary,Point-to-point communication,,5.487A  5.488  5.490,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,FIXED,primary,Point-to-point communication,,5.487A  5.488  5.490,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,5.484B,secondary,5.484B,,5.487A  5.488  5.490,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,FIXED-SATELLITE,primary,Fixed satellite services,,5.487A  5.488  5.490,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,FIXED-SATELLITE,secondary,Fixed satellite services,,5.487A  5.488  5.490,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,,secondary,,,5.487A  5.488  5.490,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,FIXED,primary,Point-to-point communication,,5.487A  5.488  5.490,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,5.484B,secondary,5.484B,,5.487A  5.488  5.490,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,FIXED-SATELLITE,primary,Fixed satellite services,,5.484B   Ind 17   Ind 30,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,5.484B   Ind 17   Ind 30,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,5.484B   Ind 17   Ind 30,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,,secondary,,,5.484B   Ind 17   Ind 30,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,MOBILE,secondary,Mobile communication services,,5.484B   Ind 17   Ind 30,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,BROADCASTING- SATELLITE,primary,Satellite broadcasting services,,5.484B   Ind 17   Ind 30,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,5.484B   Ind 17   Ind 30,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,BROADCASTING-,primary,Broadcasting services,,5.484B   Ind 17   Ind 30,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,MOBILE,secondary,Mobile communication services,,5.484B   Ind 17   Ind 30,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,FIXED,primary,Point-to-point communication,,Satellite  5.493,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,FIXED,primary,Point-to-point communication,,Satellite  5.493,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,FIXED-SATELLITE,secondary,Fixed satellite services,,Satellite  5.493,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,FIXED-SATELLITE,secondary,Fixed satellite services,,Satellite  5.493,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,MOBILE,primary,Mobile communication services,,Satellite  5.493,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,MOBILE,primary,Mobile communication services,,Satellite  5.493,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,SPACE RESEARCH,secondary,Space Research,,Satellite  5.493,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,SPACE RESEARCH,secondary,Space Research,,Satellite  5.493,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,EARTH EXPLORATION-SATELLITE,secondary,Earth Exploration-Satellite,,Satellite  5.493,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,FIXED,primary,Point-to-point communication,,Satellite  5.493,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,EARTH EXPLORATION-SATELLITE,secondary,Earth Exploration-Satellite,,Aeronautical Radionavigation   5.497,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,SPACE RESEARCH,secondary,Space Research,,Aeronautical Radionavigation   5.497,
SHF - Super High Frequency (12-13 GHz),12200000000,13400000000,12200000000,13400000000,12.200 GHz - 13.400 GHz,SPACE RESEARCH,secondary,Space Research,,Aeronautical Radionavigation   5.497,
SHF - Super High Frequency (13-14 GHz),13400000000,14000000000,13400000000,14000000000,13.400 GHz - 14.000 GHz,EARTH EXPLORATION-SATELLITE,secondary,Earth Exploration-Satellite,,Earth Exploration-,
SHF - Super High Frequency (13-14 GHz),13400000000,14000000000,13400000000,14000000000,13.400 GHz - 14.000 GHz,FIXED,primary,Point-to-point communication,,Earth Exploration-,
SHF - Super High Frequency (13-14 GHz),13400000000,14000000000,13400000000,14000000000,13.400 GHz - 14.000 GHz,SATELLITE,secondary,Satellite,,Earth Exploration-,
SHF - Super High Frequency (13-14 GHz),13400000000,14000000000,13400000000,14000000000,13.400 GHz - 14.000 GHz,EARTH EXPLORATION-SATELLITE,secondary,Earth Exploration-Satellite,,Radiolocation,
SHF - Super High Frequency (13-14 GHz),13400000000,14000000000,13400000000,14000000000,13.400 GHz - 14.000 GHz,FIXED-SATELLITE (SPACE-TO-,secondary,Fixed satellite services,,Radiolocation,
SHF - Super High Frequency (13-14 GHz),13400000000,14000000000,13400000000,14000000000,13.400 GHz - 14.000 GHz,STANDARD FREQUENCY AND TIME SIGNAL-SATELLITE,secondary,Standard Frequency And Time Signal-Satellite,,Radiolocation,
SHF - Super High Frequency (13-14 GHz),13400000000,14000000000,13400000000,14000000000,13.400 GHz - 14.000 GHz,STANDARD FREQUENCY AND TIME SIGNAL-SATELLITE,secondary,Standard Frequency And Time Signal-Satellite,,Radiolocation,
SHF - Super High Frequency (13-14 GHz),13400000000,14000000000,13400000000,14000000000,13.400 GHz - 14.000 GHz,5.499D,primary,5.499D,,Space Research   5.499C,
SHF - Super High Frequency (13-14 GHz),13400000000,14000000000,13400000000,14000000000,13.400 GHz - 14.000 GHz,SATELLITE,secondary,Satellite,,Space Research   5.499C,
SHF - Super High Frequency (13-14 GHz),13400000000,14000000000,13400000000,14000000000,13.400 GHz - 14.000 GHz,EARTH EXPLORATION-SATELLITE,secondary,Earth Exploration-Satellite,,5.499   5.501B,
SHF - Super High Frequency (13-14 GHz),13400000000,14000000000,13400000000,14000000000,13.400 GHz - 14.000 GHz,FIXED,primary,Point-to-point communication,,5.499   5.501B,
SHF - Super High Frequency (13-14 GHz),13400000000,14000000000,13400000000,14000000000,13.400 GHz - 14.000 GHz,EARTH EXPLORATION-SATELLITE,secondary,Earth Exploration-Satellite,,Radiolocation,
SHF - Super High Frequency (13-14 GHz),13400000000,14000000000,13400000000,14000000000,13.400 GHz - 14.000 GHz,STANDARD FREQUENCY AND TIME SIGNAL-SATELLITE,secondary,Standard Frequency And Time Signal-Satellite,,Radiolocation,
SHF - Super High Frequency (13-14 GHz),13400000000,14000000000,13400000000,14000000000,13.400 GHz - 14.000 GHz,STANDARD FREQUENCY AND TIME SIGNAL-SATELLITE,secondary,Standard Frequency And Time Signal-Satellite,,Space Research   5.501A,
SHF - Super High Frequency (13-14 GHz),13400000000,14000000000,13400000000,14000000000,13.400 GHz - 14.000 GHz,FIXED-SATELLITE,secondary,Fixed satellite services,,5.499   5.501B,
SHF - Super High Frequency (13-14 GHz),13400000000,14000000000,13400000000,14000000000,13.400 GHz - 14.000 GHz,FIXED,primary,Point-to-point communication,,5.499   5.501B,
SHF - Super High Frequency (13-14 GHz),13400000000,14000000000,13400000000,14000000000,13.400 GHz - 14.000 GHz,FIXED-SATELLITE,secondary,Fixed satellite services,,Radiolocation,
SHF - Super High Frequency (13-14 GHz),13400000000,14000000000,13400000000,14000000000,13.400 GHz - 14.000 GHz,EARTH EXPLORATION-SATELLITE,primary,Earth Exploration-Satellite,,Radiolocation,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,FIXED-SATELLITE 5.457B 5.484B    FIXED,secondary,Fixed satellite services,,ALLOCATIONS,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,FIXED-SATELLITE,secondary,Fixed satellite services,,5.506   5.506B,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,MOBILE-SATELLITE 5.504C,secondary,Mobile satellite services,,5.484A   5.484B   5.506   5.506B   Ind 17,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,SPACE RESEARCH,primary,Space Research,,Radionavigation   5.504,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,MOBILE-SATELLITE 5.504C,secondary,Mobile satellite services,,Radionavigation   5.504,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,SPACE RESEARCH,primary,Space Research,,Radionavigation   5.504,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,FIXED-SATELLITE 5.457B 5.484B    FIXED,secondary,Fixed satellite services,,5.504A   5.505,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,FIXED-SATELLITE,secondary,Fixed satellite services,,5.506   5.506B,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,MOBILE-SATELLITE 5.506A,secondary,Mobile satellite services,,5.484A   5.484B   5.506   5.506B   Ind 17,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,SPACE RESEARCH,primary,Space Research,,Radionavigation  5.504,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,MOBILE-SATELLITE 5.506A,secondary,Mobile satellite services,,Radionavigation  5.504,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,SPACE RESEARCH,primary,Space Research,,Radionavigation  5.504,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,FIXED,primary,Point-to-point communication,,5.504A   5.505,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,FIXED-SATELLITE,primary,Fixed satellite services,,5.504A   5.505,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,FIXED,primary,Point-to-point communication,,5.504A   5.505,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,FIXED,primary,Point-to-point communication,,5.504A   5.505,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,FIXED-SATELLITE,primary,Fixed satellite services,,5.504A   5.505,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,,secondary,,,5.504A   5.505,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,FIXED-SATELLITE,primary,Fixed satellite services,,5.504A   5.505,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,FIXED-SATELLITE,secondary,Fixed satellite services,,5.504A   5.505,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,,secondary,,,5.504A   5.505,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,,secondary,,,5.484A   5.484B   5.506   5.506B,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,MOBILE-SATELLITE,secondary,Mobile satellite services,,5.457B   5.484A   5.484B   5.506,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,MOBILE EXCEPT AERONAUTICAL   MOBILE,primary,Aircraft communication,,5.484A   5.484B   5.506   5.506B,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,5.506B,primary,5.506B,,5.484A   5.484B   5.506   5.506B,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,5.506A,primary,5.506A,,5.484A   5.484B   5.506   5.506B,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,5.484A   5.484B   5.506   5.506B,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,MOBILE-SATELLITE 5.506A,secondary,Mobile satellite services,,5.484A   5.484B   5.506   5.506B,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,5.484A   5.484B   5.506   5.506B,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,RADIONAVIGATION-SATELLITE,primary,Satellite navigation (GPS/GNSS),,5.484A   5.484B   5.506   5.506B,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,MOBILE,secondary,Mobile communication services,,5.484A   5.484B   5.506   5.506B,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,RADIONAVIGATION-SATELLITE,primary,Satellite navigation (GPS/GNSS),,5.484A   5.484B   5.506   5.506B,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,MOBILE,secondary,Mobile communication services,,5.484A   5.484B   5.506   5.506B,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,MOBILE-SATELLITE,secondary,Mobile satellite services,,5.484A   5.484B   5.506   5.506B,
SHF - Super High Frequency (14-14 GHz),14000000000,14400000000,14000000000,14400000000,14.000 GHz - 14.400 GHz,MOBILE-SATELLITE,secondary,Mobile satellite services,,5.484A   5.484B   5.506   5.506B,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,FIXED-SATELLITE 5.457B 5.484B    FIXED-SATELLITE,secondary,Fixed satellite services,,ALLOCATIONS,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,5.484A   5.484B   5.506   5.506B   Ind 17,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,5.484A   5.484B   5.506   5.506B   Ind 17,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,MOBILE-SATELLITE 5.506A,secondary,Mobile satellite services,,5.484A   5.484B   5.506   5.506B   Ind 17,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,MOBILE-SATELLITE 5.506A,secondary,Mobile satellite services,,5.484A   5.484B   5.506   5.506B   Ind 17,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,SPACE RESEARCH,secondary,Space Research,,5.484A   5.484B   5.506   5.506B   Ind 17,
